ga_session_id,user_id,country,device,session_start,session_end,events_count,add_to_cart_count,begin_checkout_count,purchase_count,converted,session_duration_seconds,session_revenue
6580,27245,IN,mobile,2021-01-21,2021-01-21,28,28,0,0,FALSE,138,0
6581,30196,US,desktop,2020-12-10,2020-12-10,28,28,0,0,FALSE,82,0
6582,4840,US,desktop,2020-11-29,2020-11-29,27,24,2,1,TRUE,425,14
6583,7759,PL,desktop,2020-12-09,2020-12-09,27,24,2,1,TRUE,441,30
6584,22084,CA,desktop,2020-12-09,2020-12-09,27,24,2,1,TRUE,279,28
6585,492,IN,desktop,2020-12-09,2020-12-09,27,24,2,1,TRUE,206,48
6586,29356,GB,mobile,2020-12-09,2020-12-09,27,24,2,1,TRUE,300,28
6587,18520,US,desktop,2020-12-09,2020-12-09,27,12,10,5,TRUE,142,172
6588,15171,CA,desktop,2020-12-02,2020-12-02,27,12,12,3,TRUE,2575,35
6589,2746,HK,desktop,2020-12-01,2020-12-01,27,24,2,1,TRUE,442,23
6590,10736,GR,desktop,2020-12-01,2020-12-01,27,24,2,1,TRUE,1188,30
6591,11156,US,mobile,2020-11-26,2020-11-26,27,24,2,1,TRUE,563,10
6592,21827,PL,desktop,2020-12-12,2020-12-12,27,24,2,1,TRUE,120,48
6593,697,US,desktop,2020-12-11,2020-12-11,27,24,2,1,TRUE,131,37
6594,8593,US,desktop,2020-12-11,2020-12-11,27,24,2,1,TRUE,315,48
6595,4173,DE,mobile,2020-12-11,2020-12-11,27,24,2,1,TRUE,482,24
6596,3709,CA,desktop,2020-11-30,2020-11-30,27,24,2,1,TRUE,603,25
6597,14511,CA,mobile,2020-11-30,2020-11-30,27,12,12,3,TRUE,466,42
6598,10052,TR,desktop,2020-12-10,2020-12-10,27,12,12,3,TRUE,774,56
6599,32345,IN,mobile,2020-11-28,2020-11-28,27,24,2,1,TRUE,435,10
6600,8206,GB,desktop,2020-12-05,2020-12-05,27,12,14,1,TRUE,3754,24
6601,26173,ES,desktop,2020-12-05,2020-12-05,27,24,2,1,TRUE,835,14
6602,4549,IT,mobile,2020-12-05,2020-12-05,27,12,12,3,TRUE,1273,93
6603,12480,US,mobile,2021-01-19,2021-01-19,27,13,12,2,TRUE,426,57
6604,2670,US,desktop,2020-12-13,2020-12-13,27,24,2,1,TRUE,112,16
6605,26674,TW,mobile,2020-11-17,2020-11-17,27,24,0,3,TRUE,350,25
6606,20814,US,desktop,2020-12-08,2020-12-08,27,24,2,1,TRUE,112,30
6607,13682,TW,desktop,2020-12-08,2020-12-08,27,24,2,1,TRUE,604,22
6608,13704,AU,desktop,2020-12-08,2020-12-08,27,24,2,1,TRUE,195,16
6609,18661,TH,mobile,2020-12-08,2020-12-08,27,12,12,3,TRUE,322,28
6610,13425,FR,desktop,2020-12-17,2020-12-17,27,24,2,1,TRUE,196,23
6611,7293,IN,desktop,2020-12-04,2020-12-04,27,24,2,1,TRUE,90,24
6612,907,IN,desktop,2020-12-04,2020-12-04,27,24,2,1,TRUE,454,14
6613,30963,US,desktop,2020-12-04,2020-12-04,27,24,2,1,TRUE,194,22
6614,4870,IN,mobile,2020-12-16,2020-12-16,27,13,12,2,TRUE,1183,47
6615,22146,US,desktop,2020-11-25,2020-11-25,27,0,18,9,TRUE,169,216
6616,11460,SG,mobile,2020-11-25,2020-11-25,27,0,18,9,TRUE,251,115
6617,11489,US,mobile,2020-11-25,2020-11-25,27,0,18,9,TRUE,505,50
6618,15105,US,tablet,2020-12-03,2020-12-03,27,24,2,1,TRUE,104,10
6619,17178,FR,mobile,2020-12-07,2020-12-07,27,12,12,3,TRUE,671,33
6620,19587,PE,desktop,2021-01-16,2021-01-16,27,24,3,0,FALSE,112,0
6621,30512,KR,desktop,2021-01-16,2021-01-16,27,24,3,0,FALSE,148,0
6622,16061,SG,desktop,2021-01-16,2021-01-16,27,24,3,0,FALSE,247,0
6623,1578,US,mobile,2021-01-06,2021-01-06,27,21,6,0,FALSE,346,0
6624,6675,NL,desktop,2021-01-02,2021-01-02,27,24,3,0,FALSE,21,0
6625,266120,BR,desktop,2021-01-02,2021-01-02,27,24,3,0,FALSE,26,0
6626,3392,US,desktop,2021-01-14,2021-01-14,27,24,3,0,FALSE,87,0
6627,32268,US,desktop,2021-01-14,2021-01-14,27,24,3,0,FALSE,183,0
6628,5570,US,mobile,2020-12-20,2020-12-20,27,12,15,0,FALSE,293,0
6629,30787,US,desktop,2020-12-20,2020-12-20,27,24,3,0,FALSE,96,0
6630,15125,US,mobile,2020-12-30,2020-12-30,27,24,3,0,FALSE,192,0
6631,8763,US,mobile,2020-12-30,2020-12-30,27,24,3,0,FALSE,51,0
6632,30337,US,mobile,2021-01-27,2021-01-27,27,0,27,0,FALSE,380,0
6633,420,NL,desktop,2021-01-27,2021-01-27,27,12,15,0,FALSE,747,0
6634,16019,PK,desktop,2020-12-18,2020-12-18,27,24,3,0,FALSE,25,0
6635,29069,FR,desktop,2021-01-05,2021-01-05,27,24,3,0,FALSE,429,0
6636,7611,US,mobile,2021-01-05,2021-01-05,27,24,3,0,FALSE,56,0
6637,21216,US,desktop,2021-01-13,2021-01-13,27,24,3,0,FALSE,292,0
6638,14063,DE,mobile,2021-01-13,2021-01-13,27,24,3,0,FALSE,99,0
6639,7832,DE,desktop,2021-01-13,2021-01-13,27,24,3,0,FALSE,68,0
6640,29877,IT,desktop,2020-12-22,2020-12-22,27,24,3,0,FALSE,514,0
6641,7889,KR,mobile,2020-12-22,2020-12-22,27,24,3,0,FALSE,73,0
6642,5454,KR,desktop,2021-01-18,2021-01-18,27,24,3,0,FALSE,770,0
6643,13439,NO,desktop,2021-01-18,2021-01-18,27,24,3,0,FALSE,169,0
6644,17646,IN,desktop,2021-01-19,2021-01-19,27,24,3,0,FALSE,46,0
6645,16048,CA,desktop,2021-01-24,2021-01-24,27,24,3,0,FALSE,58,0
6646,7505,MY,mobile,2020-11-25,2020-11-26,27,24,3,0,FALSE,75071,0
6647,224,US,mobile,2020-11-26,2020-11-26,27,24,3,0,FALSE,4381,0
6648,21840,US,desktop,2020-11-26,2020-11-26,27,24,3,0,FALSE,40970,0
6649,263,US,desktop,2020-11-26,2020-11-26,27,24,3,0,FALSE,418,0
6650,10015,US,mobile,2020-12-24,2020-12-24,27,24,3,0,FALSE,69,0
6651,31033,ES,desktop,2020-12-21,2020-12-21,27,24,3,0,FALSE,440,0
6652,4816,IN,mobile,2020-12-21,2020-12-21,27,24,3,0,FALSE,504,0
6653,27443,US,desktop,2020-12-21,2020-12-21,27,24,3,0,FALSE,73,0
6654,20362,CA,mobile,2021-01-03,2021-01-03,27,24,3,0,FALSE,213,0
6655,29405,CA,desktop,2020-12-01,2020-12-01,27,23,4,0,FALSE,254,0
6656,22763,US,mobile,2020-12-23,2020-12-23,27,18,9,0,FALSE,380,0
6657,18782,US,desktop,2020-12-10,2020-12-10,27,23,4,0,FALSE,318,0
6658,12325,US,desktop,2020-12-29,2020-12-29,27,12,15,0,FALSE,2992,0
6659,30986,US,mobile,2020-12-25,2020-12-25,27,24,3,0,FALSE,161,0
6660,14590,CA,mobile,2020-12-27,2020-12-27,27,24,3,0,FALSE,678,0
6661,3315,US,desktop,2021-01-20,2021-01-20,27,24,3,0,FALSE,91,0
6662,16410,US,desktop,2021-01-20,2021-01-20,27,24,3,0,FALSE,392,0
6663,8920,IN,mobile,2021-01-20,2021-01-20,27,12,15,0,FALSE,272,0
6664,14165,US,desktop,2021-01-20,2021-01-20,27,24,3,0,FALSE,156,0
6665,12609,US,desktop,2021-01-31,2021-01-31,27,24,3,0,FALSE,38,0
6666,23599,IN,mobile,2021-01-23,2021-01-23,27,24,3,0,FALSE,449,0
6667,10945,TR,mobile,2020-11-30,2020-11-30,27,24,3,0,FALSE,1379,0
6668,12609,US,desktop,2021-01-22,2021-01-22,27,24,3,0,FALSE,29,0
6669,12609,US,desktop,2021-01-22,2021-01-22,27,24,3,0,FALSE,891,0
6670,29890,IE,desktop,2021-01-22,2021-01-22,27,24,3,0,FALSE,890,0
6671,13039,US,desktop,2021-01-22,2021-01-22,27,24,3,0,FALSE,50,0
6672,16648,IN,mobile,2021-01-22,2021-01-22,27,24,3,0,FALSE,107,0
6673,11044,US,desktop,2020-12-28,2020-12-28,27,24,3,0,FALSE,22,0
6674,25594,ID,mobile,2021-01-10,2021-01-10,27,24,3,0,FALSE,64,0
6675,29914,US,desktop,2021-01-28,2021-01-28,27,24,3,0,FALSE,175,0
6676,14806,US,desktop,2021-01-26,2021-01-26,27,24,3,0,FALSE,425,0
6677,5303,SG,mobile,2020-12-19,2020-12-19,27,24,3,0,FALSE,165,0
6678,14998,IN,desktop,2020-12-19,2020-12-19,27,24,3,0,FALSE,86,0
6679,12910,TW,mobile,2020-12-19,2020-12-19,27,24,3,0,FALSE,82,0
6680,29607,CN,desktop,2021-01-11,2021-01-11,27,27,0,0,FALSE,124,0
6681,16004,US,mobile,2020-12-18,2020-12-18,27,27,0,0,FALSE,243,0
6682,23189,CA,desktop,2020-11-18,2020-11-18,27,27,0,0,FALSE,439,0
6683,22084,CA,mobile,2020-12-03,2020-12-03,27,27,0,0,FALSE,281,0
6684,997,FR,mobile,2021-01-29,2021-01-29,27,27,0,0,FALSE,200,0
6685,10936,IE,desktop,2020-11-30,2020-11-30,27,27,0,0,FALSE,92,0
6686,16477,IN,mobile,2020-12-19,2020-12-19,27,27,0,0,FALSE,250,0
6687,32071,US,mobile,2021-01-13,2021-01-13,27,27,0,0,FALSE,65,0
6688,3116,PL,desktop,2021-01-24,2021-01-24,27,27,0,0,FALSE,1259,0
6689,12020,CA,desktop,2020-12-22,2020-12-22,27,27,0,0,FALSE,1396,0
6690,4241,US,mobile,2020-12-01,2020-12-01,27,27,0,0,FALSE,231,0
6691,19905,US,desktop,2021-01-21,2021-01-21,26,12,12,2,TRUE,164,90
6692,16387,SE,desktop,2021-01-21,2021-01-21,26,14,9,3,TRUE,1135,74
6693,27081,AU,desktop,2021-01-11,2021-01-11,26,12,12,2,TRUE,300,29
6694,12751,US,mobile,2020-11-23,2020-11-23,26,0,0,26,TRUE,0,500
6695,6007,US,desktop,2020-12-31,2020-12-31,26,12,12,2,TRUE,309,95
6696,3671,JP,mobile,2020-11-30,2020-11-30,26,16,8,2,TRUE,1311,91
6697,10519,CA,mobile,2021-01-20,2021-01-20,26,12,12,2,TRUE,1518,118
6698,6953,CA,desktop,2021-01-20,2021-01-20,26,12,12,2,TRUE,632,84
6699,14584,US,mobile,2020-12-28,2020-12-28,26,0,24,2,TRUE,662,62
6700,10448,IE,desktop,2021-01-15,2021-01-15,26,0,24,2,TRUE,281,8
6701,25960,IN,desktop,2020-12-19,2020-12-19,26,0,24,2,TRUE,652,88
6702,32005,US,mobile,2021-01-24,2021-01-24,26,12,12,2,TRUE,819,80
6703,25660,US,mobile,2021-01-27,2021-01-27,26,22,3,1,TRUE,260,10
6704,7038,US,desktop,2021-01-14,2021-01-14,26,16,9,1,TRUE,673,70
6705,24861,US,desktop,2021-01-14,2021-01-14,26,12,12,2,TRUE,931,25
6706,28249,US,mobile,2020-11-17,2020-11-17,26,24,0,2,TRUE,315,28
6707,9500,US,mobile,2021-01-22,2021-01-22,26,12,12,2,TRUE,210,7
6708,29502,DO,mobile,2020-11-24,2020-11-24,26,0,16,10,TRUE,1961,150
6709,6413,US,mobile,2020-12-14,2020-12-14,26,0,24,2,TRUE,558,34
6710,29593,US,desktop,2020-12-03,2020-12-03,26,12,12,2,TRUE,700,35
6711,31655,UY,mobile,2020-12-07,2020-12-07,26,12,12,2,TRUE,901,38
6712,10075,US,desktop,2020-12-07,2020-12-07,26,0,24,2,TRUE,599,56
6713,20216,US,desktop,2021-01-13,2021-01-13,26,11,15,0,FALSE,455,0
6714,28670,DE,mobile,2020-12-16,2020-12-16,26,24,2,0,FALSE,83,0
6715,26853,FR,desktop,2020-12-16,2020-12-16,26,24,2,0,FALSE,132,0
6716,29093,US,mobile,2020-11-26,2020-11-26,26,24,2,0,FALSE,249,0
6717,3693,KR,mobile,2020-11-26,2020-11-26,26,24,2,0,FALSE,329,0
6718,25542,US,desktop,2020-11-26,2020-11-26,26,24,2,0,FALSE,600,0
6719,3406,US,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,85,0
6720,7057,ZA,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,85,0
6721,32276,CN,mobile,2020-12-01,2020-12-01,26,24,2,0,FALSE,87,0
6722,14251,US,mobile,2020-12-01,2020-12-01,26,24,2,0,FALSE,81,0
6723,14253,CA,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,86,0
6724,28637,TR,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,85,0
6725,7063,US,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,80,0
6726,14258,US,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,134,0
6727,7064,IE,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,84,0
6728,10716,US,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,81,0
6729,3416,US,tablet,2020-12-01,2020-12-01,26,24,2,0,FALSE,84,0
6730,7068,US,mobile,2020-12-01,2020-12-01,26,24,2,0,FALSE,90,0
6731,28646,GB,mobile,2020-12-01,2020-12-01,26,24,2,0,FALSE,80,0
6732,3673,IN,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,29,0
6733,12361,US,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,495,0
6734,10724,US,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,84,0
6735,25095,US,mobile,2020-12-01,2020-12-01,26,24,2,0,FALSE,83,0
6736,32288,US,mobile,2020-12-01,2020-12-01,26,24,2,0,FALSE,84,0
6737,21441,CA,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,79,0
6738,31422,PH,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,33,0
6739,25102,CH,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,81,0
6740,28653,CH,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,81,0
6741,28655,IQ,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,81,0
6742,7085,KR,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,87,0
6743,21452,IN,mobile,2020-12-01,2020-12-01,26,24,2,0,FALSE,85,0
6744,14281,CA,mobile,2020-12-01,2020-12-01,26,24,2,0,FALSE,84,0
6745,7091,US,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,81,0
6746,25108,CA,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,92,0
6747,3437,US,desktop,2020-12-01,2020-12-01,26,24,2,0,FALSE,782,0
6748,14889,US,mobile,2020-12-01,2020-12-01,26,14,12,0,FALSE,655,0
6749,10771,ES,mobile,2020-11-28,2020-11-28,26,24,2,0,FALSE,400,0
6750,31615,US,desktop,2020-12-23,2020-12-23,26,23,3,0,FALSE,155,0
6751,28497,US,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,82,0
6752,10554,US,mobile,2020-12-10,2020-12-10,26,24,2,0,FALSE,67,0
6753,32156,US,mobile,2020-12-10,2020-12-10,26,24,2,0,FALSE,87,0
6754,10565,US,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,132,0
6755,17673,GB,mobile,2020-12-10,2020-12-10,26,24,2,0,FALSE,81,0
6756,32163,TW,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,83,0
6757,32164,IN,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,379,0
6758,32165,FI,mobile,2020-12-10,2020-12-10,26,24,2,0,FALSE,89,0
6759,3295,IN,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,133,0
6760,24938,US,mobile,2020-12-10,2020-12-10,26,24,2,0,FALSE,83,0
6761,24941,US,mobile,2020-12-10,2020-12-10,26,24,2,0,FALSE,78,0
6762,3297,CN,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,91,0
6763,10575,MY,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,79,0
6764,21298,CA,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,82,0
6765,28521,US,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,82,0
6766,24948,US,mobile,2020-12-10,2020-12-10,26,24,2,0,FALSE,131,0
6767,6933,PL,mobile,2020-12-10,2020-12-10,26,24,2,0,FALSE,85,0
6768,24950,JP,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,70,0
6769,21303,TW,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,82,0
6770,3303,US,mobile,2020-12-10,2020-12-10,26,24,2,0,FALSE,89,0
6771,14127,US,mobile,2020-12-10,2020-12-10,26,24,2,0,FALSE,81,0
6772,21305,US,mobile,2020-12-10,2020-12-10,26,24,2,0,FALSE,89,0
6773,6939,PT,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,82,0
6774,32181,IT,mobile,2020-12-10,2020-12-10,26,24,2,0,FALSE,108,0
6775,21310,US,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,80,0
6776,28536,US,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,82,0
6777,21311,FR,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,87,0
6778,14131,US,desktop,2020-12-10,2020-12-10,26,24,2,0,FALSE,143,0
6779,21314,KR,mobile,2020-12-10,2020-12-10,26,24,2,0,FALSE,85,0
6780,17664,CZ,desktop,2020-12-10,2020-12-10,26,22,4,0,FALSE,248,0
6781,30139,US,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,88,0
6783,12135,GB,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,83,0
6784,8567,US,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,80,0
6785,12143,IE,mobile,2020-12-11,2020-12-11,26,24,2,0,FALSE,81,0
6786,22857,CA,mobile,2020-12-11,2020-12-11,26,24,2,0,FALSE,81,0
6787,686,SG,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,808,0
6788,1303,IN,mobile,2020-12-11,2020-12-11,26,24,2,0,FALSE,80,0
6789,268313,US,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,127,0
6790,19252,US,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,137,0
6791,1315,RU,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,85,0
6792,4956,DE,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,86,0
6793,8600,US,mobile,2020-12-11,2020-12-11,26,24,2,0,FALSE,1920,0
6794,15755,US,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,92,0
6795,1324,NL,mobile,2020-12-11,2020-12-11,26,24,2,0,FALSE,79,0
6796,15768,US,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,83,0
6797,4984,IN,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,83,0
6798,12183,ES,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,80,0
6799,8621,US,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,83,0
6800,26577,CA,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,80,0
6801,22905,GB,mobile,2020-12-11,2020-12-11,26,24,2,0,FALSE,133,0
6802,15779,US,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,80,0
6803,15780,CN,mobile,2020-12-11,2020-12-11,26,24,2,0,FALSE,86,0
6804,22911,US,desktop,2020-12-11,2020-12-11,26,24,2,0,FALSE,82,0
6805,30212,US,desktop,2020-12-11,2020-12-11,26,22,4,0,FALSE,353,0
6806,20727,CA,mobile,2020-12-07,2020-12-07,26,24,2,0,FALSE,136,0
6807,20729,ES,mobile,2020-12-07,2020-12-07,26,24,2,0,FALSE,116,0
6808,10026,US,desktop,2020-12-07,2020-12-07,26,24,2,0,FALSE,78,0
6809,2740,TR,mobile,2020-12-07,2020-12-07,26,24,2,0,FALSE,133,0
6810,20732,US,desktop,2020-12-07,2020-12-07,26,24,2,0,FALSE,37,0
6811,20735,BR,desktop,2020-12-07,2020-12-07,26,24,2,0,FALSE,82,0
6812,10033,CZ,mobile,2020-12-07,2020-12-07,26,24,2,0,FALSE,84,0
6813,10037,US,desktop,2020-12-07,2020-12-07,26,24,2,0,FALSE,143,0
6814,20738,JP,desktop,2020-12-07,2020-12-07,26,24,2,0,FALSE,84,0
6815,31644,DE,desktop,2020-12-07,2020-12-07,26,24,2,0,FALSE,82,0
6816,28012,ID,desktop,2020-12-07,2020-12-07,26,24,2,0,FALSE,145,0
6817,28013,IN,desktop,2020-12-07,2020-12-07,26,24,2,0,FALSE,99,0
6818,13596,US,desktop,2020-12-07,2020-12-07,26,24,2,0,FALSE,81,0
6819,28014,MX,mobile,2020-12-07,2020-12-07,26,24,2,0,FALSE,99,0
6820,10048,MX,desktop,2020-12-07,2020-12-07,26,24,2,0,FALSE,93,0
6821,31652,ES,mobile,2020-12-07,2020-12-07,26,24,2,0,FALSE,83,0
6822,27365,KR,desktop,2020-12-07,2020-12-07,26,24,2,0,FALSE,37,0
6823,24389,ES,mobile,2020-12-07,2020-12-07,26,24,2,0,FALSE,887,0
6824,28022,GB,mobile,2020-12-07,2020-12-07,26,24,2,0,FALSE,79,0
6825,2760,US,mobile,2020-12-07,2020-12-07,26,24,2,0,FALSE,81,0
6826,2764,US,desktop,2020-12-07,2020-12-07,26,24,2,0,FALSE,81,0
6827,10063,US,desktop,2020-12-07,2020-12-07,26,24,2,0,FALSE,80,0
6828,31665,US,desktop,2020-12-07,2020-12-07,26,24,2,0,FALSE,80,0
6829,2772,CA,desktop,2020-12-07,2020-12-07,26,24,2,0,FALSE,83,0
6830,23153,LK,mobile,2020-12-15,2020-12-15,26,24,2,0,FALSE,83,0
6831,19521,US,tablet,2020-12-15,2020-12-15,26,24,2,0,FALSE,92,0
6832,22862,IN,mobile,2020-12-15,2020-12-15,26,24,2,0,FALSE,69,0
6833,19539,US,mobile,2020-12-15,2020-12-15,26,24,2,0,FALSE,115,0
6834,5234,PL,desktop,2020-12-15,2020-12-15,26,24,2,0,FALSE,117,0
6835,26861,US,tablet,2020-12-15,2020-12-15,26,24,2,0,FALSE,88,0
6836,5241,US,mobile,2020-12-15,2020-12-15,26,24,2,0,FALSE,81,0
6837,1608,UA,desktop,2020-12-15,2020-12-15,26,24,2,0,FALSE,16,0
6838,8880,US,desktop,2020-12-15,2020-12-15,26,24,2,0,FALSE,82,0
6839,8886,IT,desktop,2020-12-15,2020-12-15,26,24,2,0,FALSE,79,0
6840,16035,US,mobile,2020-12-15,2020-12-15,26,24,2,0,FALSE,113,0
6841,8891,IT,desktop,2020-12-15,2020-12-15,26,24,2,0,FALSE,28,0
6842,25702,US,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,82,0
6843,29270,US,mobile,2020-12-09,2020-12-09,26,24,2,0,FALSE,83,0
6844,29272,CA,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,82,0
6845,29285,US,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,80,0
6846,14905,US,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,80,0
6847,22063,AR,mobile,2020-12-09,2020-12-09,26,24,2,0,FALSE,160,0
6848,14913,US,tablet,2020-12-09,2020-12-09,26,20,6,0,FALSE,328,0
6849,11358,US,mobile,2020-12-09,2020-12-09,26,24,2,0,FALSE,1677,0
6850,14921,TW,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,83,0
6851,11361,US,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,82,0
6852,25752,US,mobile,2020-12-09,2020-12-09,26,24,2,0,FALSE,146,0
6853,11375,TW,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,86,0
6854,4123,EG,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,82,0
6855,11380,US,mobile,2020-12-09,2020-12-09,26,24,2,0,FALSE,85,0
6856,29337,AU,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,254,0
6857,11394,DE,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,58,0
6858,518,US,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,92,0
6859,22106,US,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,85,0
6860,18528,RU,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,79,0
6861,14965,IT,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,80,0
6862,4151,PK,mobile,2020-12-09,2020-12-09,26,24,2,0,FALSE,13,0
6863,29374,NO,mobile,2020-12-09,2020-12-09,26,24,2,0,FALSE,87,0
6864,11426,US,mobile,2020-12-09,2020-12-09,26,24,2,0,FALSE,85,0
6865,29393,US,mobile,2020-12-09,2020-12-09,26,24,2,0,FALSE,102,0
6866,29396,FR,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,61,0
6867,7828,PH,mobile,2020-12-09,2020-12-09,26,24,2,0,FALSE,85,0
6868,7829,US,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,82,0
6869,4183,AU,desktop,2020-12-09,2020-12-09,26,12,14,0,FALSE,1740,0
6870,4184,DE,desktop,2020-12-09,2020-12-09,26,24,2,0,FALSE,85,0
6871,29407,US,mobile,2020-12-09,2020-12-09,26,24,2,0,FALSE,80,0
6872,8962,US,mobile,2020-12-06,2020-12-06,26,24,2,0,FALSE,78,0
6873,23305,US,desktop,2020-12-06,2020-12-06,26,24,2,0,FALSE,24,0
6874,26970,US,desktop,2020-12-06,2020-12-06,26,24,2,0,FALSE,141,0
6875,16107,US,mobile,2020-12-06,2020-12-06,26,24,2,0,FALSE,138,0
6876,1703,FR,desktop,2020-12-06,2020-12-06,26,24,2,0,FALSE,80,0
6877,30569,MX,desktop,2020-12-06,2020-12-06,26,24,2,0,FALSE,79,0
6878,30570,US,desktop,2020-12-06,2020-12-06,26,24,2,0,FALSE,80,0
6879,8964,CA,desktop,2020-12-06,2020-12-06,26,24,2,0,FALSE,78,0
6880,8968,US,desktop,2020-12-06,2020-12-06,26,24,2,0,FALSE,122,0
6881,12537,GR,mobile,2020-12-06,2020-12-06,26,24,2,0,FALSE,83,0
6882,12543,US,desktop,2020-12-06,2020-12-06,26,24,2,0,FALSE,116,0
6883,19664,CA,mobile,2020-12-06,2020-12-06,26,24,2,0,FALSE,79,0
6884,1714,IN,desktop,2020-12-06,2020-12-06,26,24,2,0,FALSE,80,0
6885,19665,US,mobile,2020-12-06,2020-12-06,26,24,2,0,FALSE,79,0
6886,1717,IN,mobile,2020-12-06,2020-12-06,26,24,2,0,FALSE,81,0
6887,5361,US,desktop,2020-12-06,2020-12-06,26,24,2,0,FALSE,139,0
6888,12549,CA,mobile,2020-12-06,2020-12-06,26,24,2,0,FALSE,81,0
6889,8982,LK,mobile,2020-12-06,2020-12-06,26,24,2,0,FALSE,81,0
6890,16127,US,mobile,2020-12-06,2020-12-06,26,24,2,0,FALSE,77,0
6891,1725,US,desktop,2020-12-06,2020-12-06,26,24,2,0,FALSE,31,0
6892,16138,US,mobile,2020-12-06,2020-12-06,26,24,2,0,FALSE,80,0
6893,19684,US,desktop,2020-12-06,2020-12-06,26,24,2,0,FALSE,79,0
6894,30586,US,desktop,2020-12-06,2020-12-06,26,24,2,0,FALSE,84,0
6895,9002,US,mobile,2020-12-06,2020-12-06,26,24,2,0,FALSE,133,0
6896,5378,CA,desktop,2020-12-06,2020-12-06,26,24,2,0,FALSE,78,0
6897,15318,US,desktop,2020-12-05,2020-12-05,26,24,2,0,FALSE,84,0
6898,4509,CN,desktop,2020-12-05,2020-12-05,26,24,2,0,FALSE,97,0
6899,26130,JP,mobile,2020-12-05,2020-12-05,26,24,2,0,FALSE,118,0
